disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh
1800,Severe Storm(s),IL,Cook (County),NORTHBROOK,60062,72,2921,69,201576,2,64,3,0,0,64,160502,147709,6790,6003,63,1,0,0,3b6729815cc5447bf4b46432155596da,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),LANSING,60438,468,1568,440,689715,38,399,2,0,1,292,770999,525877,201728,43394,278,10,4,3,782fb3cd353e040353f60fedce7a9f01,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),OLYMPIA FLDS,60461,2,3884,2,7768,0,2,0,0,0,2,5339,5339,0,0,2,0,0,0,a471d6b7a6db9b3d7d472b3dac843a9e,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60620,1,1306,1110,1449338,209,894,6,1,0,707,1302916,1087843,122836,92237,698,7,2,0,6c320346437326a975543db6f6877288,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),DFB,60162,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ba16a7140803c8622a4949b0b2ee2e20,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),MC COOK,60525,1,2522,1,2522,0,1,0,0,0,1,2522,2522,0,0,1,0,0,0,76a42b6e6e9790334bdff4896a7faa94,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ARLINGTON HEIGHTS,60004,25,2386,25,59658,1,24,0,0,0,22,56104,50237,4242,1625,22,0,0,0,f895cce95a37ec49b9a2babf143fc73d,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60633,75,1285,74,95090,11,62,1,0,0,45,84420,71355,9600,3465,44,1,0,0,6757bc61fe57d2a5356dd3183bb18d8c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),FLOSSMOOR,60422,111,934,106,99032,9,97,0,0,0,65,88466,66815,19919,1732,64,1,0,0,d76bb9c586ad8ac737b126655fb79fc4,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BRIDGEVIEW,60455,5,525,5,2624,1,4,0,0,0,3,2472,2347,0,125,3,0,0,0,cb7adfba3842f0417a72c02c5c2d8d28,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60644,249,1387,232,321812,26,206,0,0,0,163,342601,245384,65811,31406,161,1,1,1,e443ced36d8cc8a3b15009920f0e644b,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HARVEY,60426,1,1564,1000,1564164,106,889,3,0,2,685,1480178,1098667,263811,117699,673,7,5,3,c32a68ebc8d55cb06e4abe340accd782,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60612,68,1440,65,93581,15,49,1,0,0,38,100560,72959,21430,6171,36,2,0,0,ddd081e9a5ed054e9b76f52dde7f683d,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CICERO,60804,24,1398,23,32146,5,18,0,0,0,13,27715,22685,2008,3022,13,0,0,0,9da905b69d77f3bb5132ec5834239e4d,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMETCITY,60419,1,151,1,151,0,1,0,0,0,1,151,151,0,0,1,0,0,0,7951672e3a9ad5be069df7ca4359ad52,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60659,35,1783,35,62408,4,30,1,0,0,25,58239,50504,6570,1165,24,1,0,0,fd93d157177b263577ce5000d00908ef,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HOFFMAN ESTATES,60192,2,677,2,1354,0,2,0,0,0,1,1313,1313,0,0,1,0,0,0,d1539cc75d88abd99c1c2ed455719f41,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),POSEN,60469,58,1303,51,66441,8,42,1,0,0,36,66577,52550,10938,3089,35,1,0,0,bc83ef275f15a715fccc9d01333416b1,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),LINCOLNWOOD,60712,53,2253,53,119397,3,49,1,0,0,40,89827,83156,2454,4217,40,0,0,0,ba8061dad77bee425ee722188ae72c44,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ROSEMONT,60018,9,7591,8,60731,1,4,3,0,0,7,72182,42027,24193,5962,5,1,1,0,e974cc52d3fc9a607aea165346d3cd24,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),NORTHLAKE,60164,18,4947,17,84099,3,12,0,1,1,10,47921,42152,3576,2193,9,0,1,0,4583c553e4486ff02f13b8f52c63d621,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ORLAND PARK,60462,18,1675,18,30152,2,16,0,0,0,13,24176,20440,1788,1947,13,0,0,0,ba481de9230516314f64003e12b5b365,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60622,7,706,7,4944,3,4,0,0,0,3,5484,3476,2008,0,3,0,0,0,1281a5d46f3219722e0508b19d526fd1,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),DOLTON,60419,1,1225,1397,1711835,163,1,2,0,0,888,1486073,1105852,249010,131211,880,8,0,0,e2e5ce04e12a2165ebcd2ff2cbad1e9f,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MELROSE PARK,60164,67,6373,61,388739,7,41,7,4,2,41,156914,124074,19872,12968,38,3,0,0,e2e1bf45c7d4310328acf79baf8fb9e1,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60624,152,1176,134,157587,33,101,0,0,0,68,120291,113192,0,7100,68,0,0,0,561dd65de1b4d0fc043043b7885739ca,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ELGIN,60120,34,4786,34,162710,5,26,1,1,1,16,99153,78177,18633,2342,13,2,1,1,47bb9842923a1c8232f4e9b334a55abc,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MIDLOTHIAN,60445,71,1482,63,93337,10,53,0,0,0,37,67197,59177,5228,2792,37,0,0,0,bba6e1a879d0ab4c1a347878d0b05990,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET PARK,60827,436,1134,419,474961,54,364,1,0,0,290,433341,374437,26075,32829,288,2,0,0,6906f03984e6147d996c1d0bb32ebef7,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60686,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,972b5cc612583a894735e5dc354f2621,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),HOMEWOOD,60430,207,1312,199,261039,22,176,1,0,0,133,284786,200225,71547,13014,129,3,1,0,e94a5e6f4bbfcbf2558bafa0370017cf,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),RICHTON PARK,60471,347,1388,317,440077,39,276,2,0,0,215,398399,327243,54156,17000,210,5,0,0,f938e642c8f8fe061329b19d9e283b18,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60614,3,2252,3,6756,0,3,0,0,0,2,5042,4792,0,250,2,0,0,0,c9b3bcb5949fe3ad237fa52fae4a5871,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),COUNTRY CLUB HILLS,60478,452,998,418,417305,56,362,0,0,0,230,424159,304010,90839,29310,226,4,0,0,5ddc5e7f9e7618d19f7472b3bad251b7,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),LYONS,60534,12,2106,12,25271,2,9,1,0,0,4,23749,23314,0,435,3,1,0,0,e4d479ec1c2265a57cea18a48a30803c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BROADVIEW,60155,177,1080,171,184609,25,146,0,0,0,97,151337,134601,8258,8477,97,0,0,0,74c26f29f8349f0930de559657543563,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60646,58,1699,55,93466,7,48,0,0,0,41,87413,74559,10274,2580,41,0,0,0,1e2320c03b7809db5ae6c0ce924da0bd,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HARWOOD HEIGHTS,60706,29,1651,27,44569,2,25,0,0,0,21,40193,35867,2774,1552,21,0,0,0,7c66532b90925ab67c3a604072e95819,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PALATINE,60067,15,3823,15,57343,0,13,2,0,0,9,12818,9840,1788,1190,9,0,0,0,49136dadcdc3d0c752bc5c0983690f9c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ARLINGTON HTS,60004,2,2431,2,4862,0,2,0,0,0,1,4357,4357,0,0,1,0,0,0,d31621c47c5395346ea1b740387b626c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60636,585,1239,561,695260,96,461,4,0,0,354,650683,507563,76693,66427,348,6,0,0,b718ab3887f787c3af3c178fb1ea0248,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),FOREST PARK,60130,16,1049,15,15736,4,11,0,0,0,10,12977,12183,0,793,10,0,0,0,1ec526a12a98e2c551467939de6171a5,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),N RIVERSIDE,60546,1,1093,1,1093,0,1,0,0,0,1,858,858,0,0,1,0,0,0,984cd25cc02559ac6c575f20db02cad4,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BUFFALO GROVE,60089,2,974,2,1948,1,1,0,0,0,1,1268,1268,0,0,1,0,0,0,fd2d5bdef58afa75a4c115b483802f20,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BARTLETT,60103,126,6137,116,711946,10,80,19,7,0,87,657521,577063,51572,28886,62,23,2,0,57ba34de8dcea4d08c6aafa61cded4cd,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),C.C.HILLS,60478,1,1116,1,1116,0,1,0,0,0,1,907,907,0,0,1,0,0,0,94737ff4bcd02e28ec5bcb17ef752266,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60616,10,1941,10,19409,3,7,0,0,0,5,13115,10472,2008,635,5,0,0,0,2581ce56d3448fe2d927e40594a6b93c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60626,8,765,8,6122,1,7,0,0,0,5,4146,4146,0,0,5,0,0,0,347339e2b794177f6fcdbb1483373d82,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60638,50,1355,49,66410,7,42,0,0,0,31,73716,57664,14173,1878,31,0,0,0,b6f3fdb603e5468e9714922c68ef4567,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60649,554,1770,523,925755,59,459,5,0,0,379,844534,711839,101532,31163,371,8,0,0,bb76d28a9b9c07507119dfcd25c1ac9e,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60827,33,1081,33,35658,7,26,0,0,0,19,29635,28173,0,1462,19,0,0,0,2d6f0bef848a0c25fc7adfe469d58aed,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ELMWOOD PARK,60707,54,1290,52,67071,6,46,0,0,0,32,56372,49690,1788,4894,32,0,0,0,e23f271aafeac3eb76806a205fd1aabe,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CRETE,60417,1,1004,1,1004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10aac282e7b5fdec6016361ad10e2dea,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENCOE,60022,20,2111,20,42210,3,17,0,0,0,12,28101,25047,0,3054,12,0,0,0,3cce6a4a5ceb6b63bccfda07d8d4385a,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HAZEL CREST,60429,570,1047,531,556042,57,474,0,0,0,338,514997,398402,89105,27490,335,3,0,0,8bde21d481b4eda95f8beee4059baeca,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PALOS HEIGHTS,60463,7,1119,7,7836,2,5,0,0,0,5,7003,7003,0,0,5,0,0,0,18b95ea93fa254654234df7776b1f860,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK LAWN,60453,48,1284,45,57766,7,37,1,0,0,24,48138,37335,1788,9015,23,1,0,0,bbd690491c24f05ffe87f6eaa99d279c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MARKHAM,60428,468,1389,428,594347,64,359,5,0,0,257,537361,448743,48596,40021,251,6,0,0,57cd19ad27fabcb6e263bcfe1cd9cbe3,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MOUNT PROSPECT,60056,98,2354,95,223606,5,90,0,0,0,79,173980,157516,11834,4630,79,0,0,0,e79fef75cec1548e5c57a447fcffa104,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),JUSTICE,60458,1,7951,1,7951,0,1,0,0,0,1,7901,7374,0,527,1,0,0,0,cd0728eaf559f6c39e1274f90fa739a4,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVER FOREST,60305,41,7611,41,312045,1,34,2,2,2,37,229526,208451,11040,10036,33,2,2,1,4fd627d80f8e348189b0b940bc107ede,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BERKELEY,60163,49,1428,47,67138,7,40,0,0,0,33,64687,58164,4016,2507,33,0,0,0,7a12a8781e463ac1656bb34949902709,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BURNHAM,60633,164,1116,157,175208,15,142,0,0,0,97,167520,144886,11378,11256,97,0,0,0,0cde6148bfe19cf609b82f4477db78df,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60605,1,869,1,869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,a289ef94741f591864371a933b02a94c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60618,8,1532,8,12255,1,7,0,0,0,3,7403,6413,0,990,3,0,0,0,634e8f853758681c5e5d97ca81b15d99,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60629,309,1058,288,304672,65,221,2,0,0,172,289512,228821,48910,11781,171,0,1,1,d58d0c0f1bb83c714fcffc84404fec1c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60652,530,865,496,429078,91,405,0,0,0,277,374073,302402,54953,16718,275,2,0,0,e3fd88b6e6ee35570da1935f0fd1f580,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),DES PLAINES,60016,543,6748,504,3401096,27,370,67,24,16,361,1601090,1319588,179073,102429,313,42,6,3,67eed7f15dce879a3218bf21a8242fc5,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO HEIGHTS,60411,476,1737,444,771073,36,403,4,0,1,311,721133,547605,104719,68809,304,6,1,0,eb4a356eeb26665dfebcb344c6b58804,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60202,31,648,30,19452,7,23,0,0,0,16,18129,15475,2454,200,16,0,0,0,63306256d1a0b36d0e433c2fdd0f907f,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60640,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11c4931b2141d34cf503731803942fe3,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),HICKORY HILLS,60457,5,675,5,3374,1,4,0,0,0,4,3374,3374,0,0,4,0,0,0,1d031e7cb2632c4c5df9c236f60b9a7e,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENVIEW,60026,30,2555,30,76653,0,30,0,0,0,27,65163,59127,4242,1794,27,0,0,0,1c7b3ffbf5466c8768c85fab3c60a66e,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),LA GRANGE,60525,6,331,6,1985,2,4,0,0,0,1,472,472,0,0,1,0,0,0,a4b61927a98a68128d11510c2025bbc3,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MATTESON,60443,367,1362,350,476688,30,317,2,0,1,234,485967,384507,82896,18564,229,3,2,1,0baa0715c32226d9f10657e3bbf21c84,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),NILES,60714,591,2725,562,1531685,30,522,8,1,1,476,1252159,1156137,33715,62306,468,8,0,0,370ab6bbc506f06d471b0be2aedbbb56,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PALOS PARK,60464,2,1159,2,2319,0,2,0,0,0,1,4199,1425,2774,0,1,0,0,0,74d11795dbd5e9403e2b4f72ea22c2d2,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVERSIDE,60546,61,8863,59,522907,7,32,15,4,1,42,179418,120059,51680,7679,35,7,0,0,8cdc94f1d1f4323537a0b9cb5c8eacd4,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK PARK,60304,12,1537,12,18441,2,10,0,0,0,9,15330,13322,2008,0,9,0,0,0,f338c4730bb5d4bce7cd5eb2deefbe3b,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60609,197,1596,186,296881,40,142,4,0,0,111,302575,221413,56056,25106,104,7,0,0,b888ebb97193903128e46029bb98aa14,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BOLINGBROOK,60440,1,1489,1,1489,0,1,0,0,0,1,1489,1489,0,0,1,0,0,0,8f8e687767fbb049da7917b6c51fb361,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ALSIP,60803,35,673,33,22222,8,25,0,0,0,12,16516,16516,0,0,12,0,0,0,cf0908db3d5b90d414e7fe8c7bdfc545,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMETCITY,60409,1,1602,1,1602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1eaa5b70c552624a8f307f4ed6633e46,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60632,12,1318,12,15821,0,12,0,0,0,10,13810,11718,1788,304,10,0,0,0,c35da60e5ab669a6b6702b784a18d13e,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60643,974,1143,923,1054703,149,769,5,0,0,593,966251,821481,78489,66280,586,7,0,0,f9a0bc6c514d49f968272d022ff6f567,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60621,300,1250,279,348788,57,220,2,0,0,169,354743,257834,65415,31493,165,3,1,1,e1ef8d3245211ca58e85d3412a530c59,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60656,53,1308,51,66731,3,48,0,0,0,39,60128,56921,1788,1419,39,0,0,0,c39a0e0c6a12221cb8ab796393de1cfd,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICGO,60615,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bc37bf959fb2bab8f3453978652fc73f,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),EVERGREEN PK,60805,5,753,5,3765,0,5,0,0,0,4,3300,3300,0,0,4,0,0,0,d31ab01005f3c22807c68c46883be289,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),DIXMOOR,60426,100,1401,89,124698,15,73,1,0,0,46,119166,79609,31774,7783,44,2,0,0,2dfaa875663c49ecba8b06a559c84a28,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HANOVER PARK,60133,94,3704,92,340730,8,73,8,2,1,65,251834,194895,42318,14621,59,6,0,0,aa8d6aacd3efe43f2eee9411ec9ed977,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HOFFMAN ESTATES,60169,17,2042,17,34717,3,13,1,0,0,12,35397,29213,4462,1722,11,1,0,0,45708bb23775e1d3e6154bbc4fed4aee,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),LEMONT,60439,1,657,1,657,0,1,0,0,0,1,657,657,0,0,1,0,0,0,5a978ee4f5eb1bdb008d1d5b0228a494,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MELROSE PARK,60160,178,2322,177,411052,7,168,2,0,0,152,380870,344180,17372,19318,149,3,0,0,b7768aa7dc460dfdedca748010e1442f,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),NORTHFIELD,60093,26,6550,25,163755,2,20,1,1,1,19,106588,94706,10492,1390,16,2,1,1,e34c19f2f1c27d8ea5785f030522a64b,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ORLAND HILLS,60487,7,658,7,4604,2,5,0,0,0,4,3304,3304,0,0,4,0,0,0,675c691a0e866dbcc839d16a3c398b8b,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ROSELLE,60172,8,4104,8,32830,0,8,0,0,0,7,28494,27599,0,895,7,0,0,0,426a70167fe6249ad7cc1dd3c331e2a6,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PHOENIX,60426,106,1682,95,159794,12,83,0,0,0,62,179151,131714,31111,16326,60,1,1,0,81f5cc099637eb294cad47d203e7a6de,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SKOKIE,60077,228,2289,214,489851,15,197,2,0,0,174,401276,371299,12946,17032,174,0,0,0,bcb93833b83c424d28afa522dc2f7a0d,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60623,110,1547,102,157770,19,83,0,0,0,64,135433,113622,10146,11665,64,0,0,0,5b272e481ecccb8ce379ccdb63572f1f,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ARLINGTON HEIGHTS,60005,10,3089,10,30892,3,6,1,0,0,7,30072,26173,1788,2111,6,1,0,0,545defe6f576d48fa1e1d774cbce49ed,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60634,62,1771,57,100944,4,53,0,0,0,45,92728,83663,4462,4603,45,0,0,0,a70cda6dced7eed066067613e0125af1,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET PARK,60643,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,d1d77f76e7986c0a96f26c20ff455e77,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60660,2,1620,2,3239,0,2,0,0,0,2,3164,3164,0,0,2,0,0,0,e8a1fac0a560487153c34bb5c65ce846,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60613,2,4734,2,9468,0,2,0,0,0,1,10408,8400,2008,0,0,1,0,0,bbcd130f5a5ea7bccdeb3b3e7c40008c,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CNTRY CLB HLS,60478,8,2290,8,18324,1,7,0,0,0,5,21953,16715,4978,260,5,0,0,0,1452bed09369adcb2b38de35ce345ff2,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),LYNWOOD,60411,405,1390,391,543608,29,362,0,0,0,270,521103,375708,118112,27284,267,1,2,1,e1e8ae566fd114cd6c95d970fa0e6ce5,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BROADVIEW,60153,1,2346,1,2346,0,1,0,0,0,1,2346,1851,0,495,1,0,0,0,770a6361f5e8188388e2e1f253f2d173,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60645,28,1661,28,46514,4,24,0,0,0,23,45484,41175,2774,1535,23,0,0,0,6566389fd2b6007627cc73522631fbde,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HARVEY,60428,9,1235,8,9880,2,6,0,0,0,6,8199,7895,0,304,6,0,0,0,5fc26b468c9c8a092f3b4516c141263a,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),ORLAND PARK,60467,4,2028,4,8111,0,4,0,0,0,2,6104,5972,0,132,2,0,0,0,9a3e843b57bc7f2906d6e4224b8b8ceb,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),FORD HEIGHTS,60411,88,2370,86,203794,14,67,3,2,0,43,182000,148659,20864,12476,38,3,2,0,782c38826a154b3ccfabf81f6924568f,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),NORTH RIVERSIDE,60546,10,1636,10,16356,2,8,0,0,0,7,14461,10993,2008,1460,7,0,0,0,4080764a33b63a6c56c448d22eb5ef16,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),DOLTONE,60419,1,1778,1,1778,0,1,0,0,0,1,1778,1098,0,680,1,0,0,0,c22c8dd80c74f619e053145eb9255ec6,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),MERRIONETTE PARK,60803,2,1848,2,3696,0,2,0,0,0,1,3525,3525,0,0,1,0,0,0,5e8d7f2b7c9569707dc55f92191b9564,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HOMEWOOD,60422,1,386,1,386,0,1,0,0,0,1,362,362,0,0,1,0,0,0,f5bd01bb99d762ff80f7a92fc475242a,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),PROSPECT HEIGHTS,60070,9,3177,9,28590,3,5,1,0,0,3,20875,20550,0,325,2,1,0,0,211ede439d10102a5da6aa902032ca58,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SAUK VILLAGE,60411,198,1693,188,318267,16,170,1,1,0,135,303103,242471,29842,30790,133,2,0,0,e215eb6ade8cba474f83ba1e03b45b75,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),SOUTH CHICAGO HEIGHTS,60411,13,811,13,10541,4,9,0,0,0,6,9858,7404,2454,0,6,0,0,0,862d371cf694c96b3e1104a6bc7cc62f,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BROOKFIELD,60513,51,3246,50,162281,8,39,3,0,0,36,123756,100553,19812,3391,34,2,0,0,db105918df6d2b6bf7e3c49b7b626eb8,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),C. C. HILLS,60478,1,3053,1,3053,0,1,0,0,0,1,275,0,0,275,1,0,0,0,8a649fa3e7cb5283e4908cec5ef6dc2d,2014-12-12T01:22:25 +00:00
