Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-M109 N,DS-M109 N,,NSC Upper (NSWRP),,2011-03-04 21:50:00,2011-03-04 23:59:00,0 days 02:09:00.000000000
DS-N02,DS-N02,,NBCR Upper (NSC Confluence),,2011-03-04 21:50:00,2011-03-04 23:59:00,0 days 02:09:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2011-03-04 21:30:00,2011-03-04 23:00:00,0 days 01:30:00.000000000
DS-D16,DS-D16,,DesPlaines Middle,,2011-03-04 23:17:00,2011-03-04 23:26:00,0 days 00:09:00.000000000
DS-N08,DS-N08,,NBCR Upper (NSC Confluence),,2011-03-04 21:50:00,2011-03-04 23:59:00,0 days 02:09:00.000000000
DS-N05,DS-N05,,NBCR Upper (NSC Confluence),,2011-03-04 22:20:00,2011-03-04 23:59:00,0 days 01:39:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2011-03-04 21:01:00,2011-03-04 23:59:00,0 days 02:58:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2011-03-04 23:21:00,2011-03-04 23:43:00,0 days 00:22:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2011-03-04 23:12:00,2011-03-04 23:51:00,0 days 00:39:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2011-03-04 22:53:00,2011-03-04 23:59:00,0 days 01:06:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2011-03-04 21:50:00,2011-03-04 23:59:00,0 days 02:09:00.000000000
DS-D49,DS-D49,,DesPlaines Lower,,2011-03-04 23:21:00,2011-03-04 23:45:00,0 days 00:24:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2011-03-04 22:19:00,2011-03-04 22:36:00,0 days 00:17:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2011-03-04 23:44:00,2011-03-04 23:59:00,0 days 00:15:00.000000000
DS-M104,DS-M104,,NSC Upper (NSWRP),,2011-03-04 21:50:00,2011-03-04 23:59:00,0 days 02:09:00.000000000
MWRD DS-M114N,MWRD DS-M114N,,NSC Upper (NSWRP),,2011-03-04 22:16:00,2011-03-04 23:59:00,0 days 01:43:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2011-03-04 22:13:00,2011-03-04 23:59:00,0 days 01:46:00.000000000
C-1,C-1,,Little Cal R (South),,2011-02-27 23:35:00,2011-02-27 23:54:00,0 days 00:19:00.000000000
C-1,C-1,,Little Cal R (South),,2011-02-27 23:35:00,2011-02-27 23:54:00,0 days 00:19:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2011-02-27 22:27:00,2011-02-27 22:29:00,0 days 00:02:00.000000000
CDS-21,CDS-21,,Grand Cal R,,2011-02-22 00:01:00,2011-02-22 05:02:00,0 days 05:01:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2011-02-21 00:00:00,2011-02-21 02:41:00,0 days 02:41:00.000000000
DS-D16,DS-D16,,DesPlaines Middle,,2011-02-21 00:00:00,2011-02-21 00:12:00,0 days 00:12:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2011-02-21 00:00:00,2011-02-21 02:20:00,0 days 02:20:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2011-02-21 00:00:00,2011-02-21 01:02:00,0 days 01:02:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2011-02-21 00:00:00,2011-02-21 08:50:00,0 days 08:50:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2011-02-21 00:00:00,2011-02-21 04:09:00,0 days 04:09:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2011-02-21 04:10:00,2011-02-21 04:15:00,0 days 00:05:00.000000000
PULASKI RD PS (18E-PS),PULASKI RD PS (18E-PS),,Cal Sag Ch,,2011-02-21 03:52:00,2011-02-21 22:38:00,0 days 18:46:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2011-02-21 00:00:00,2011-02-21 04:21:00,0 days 04:21:00.000000000
CDS-4,CDS-4,,Cal Sag Ch,,2011-02-21 11:10:00,2011-02-21 22:38:00,0 days 11:28:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2011-02-21 00:00:00,2011-02-21 01:40:00,0 days 01:40:00.000000000
DS-D52,DS-D52,,DesPlaines Middle,,2011-02-21 00:39:00,2011-02-21 01:32:00,0 days 00:53:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2011-02-21 01:46:00,2011-02-21 03:35:00,0 days 01:49:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2011-02-21 03:36:00,2011-02-21 17:07:00,0 days 13:31:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2011-02-21 00:09:00,2011-02-21 00:31:00,0 days 00:22:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2011-02-21 11:39:00,2011-02-21 11:41:00,0 days 00:02:00.000000000
CDS-21,CDS-21,,Grand Cal R,,2011-02-21 03:55:00,2011-02-21 23:59:00,0 days 20:04:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2011-02-20 14:07:00,2011-02-20 23:59:00,0 days 09:52:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2011-02-20 20:54:00,2011-02-21 00:00:00,0 days 03:06:00.000000000
DS-D16,DS-D16,,DesPlaines Middle,,2011-02-20 23:50:00,2011-02-21 00:00:00,0 days 00:10:00.000000000
DS-M30,DS-M30,,SF SB Chicago R,,2011-02-20 21:02:00,2011-02-20 22:29:00,0 days 01:27:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2011-02-20 23:58:00,2011-02-21 00:00:00,0 days 00:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2011-02-20 20:59:00,2011-02-21 00:00:00,0 days 03:01:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2011-02-20 22:52:00,2011-02-20 22:56:00,0 days 00:04:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2011-02-20 23:46:00,2011-02-21 00:00:00,0 days 00:14:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2011-02-20 21:38:00,2011-02-20 22:49:00,0 days 01:11:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2011-02-20 23:40:00,2011-02-21 00:00:00,0 days 00:20:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2011-02-20 21:52:00,2011-02-20 23:14:00,0 days 01:22:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2011-02-20 22:05:00,2011-02-20 23:41:00,0 days 01:36:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2011-02-20 14:51:00,2011-02-20 15:20:00,0 days 00:29:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2011-02-20 21:11:00,2011-02-20 22:33:00,0 days 01:22:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2011-02-20 20:59:00,2011-02-20 21:05:00,0 days 00:06:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2011-02-20 21:07:00,2011-02-20 21:11:00,0 days 00:04:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2011-02-20 15:04:00,2011-02-20 15:21:00,0 days 00:17:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2011-02-20 21:42:00,2011-02-21 00:00:00,0 days 02:18:00.000000000
CDS-2,CDS-2,,Cal Sag Ch,,2011-01-01 00:01:00,2011-01-01 04:42:00,0 days 04:41:00.000000000
CDS-4,CDS-4,,Cal Sag Ch,,2011-01-01 00:01:00,2011-01-01 04:42:00,0 days 04:41:00.000000000
CDS-21,CDS-21,,Grand Cal R,,2011-01-01 00:01:00,2011-01-01 13:45:00,0 days 13:44:00.000000000
PULASKI RD PS (18E-PS),PULASKI RD PS (18E-PS),,Cal Sag Ch,,2011-01-01 00:01:00,2011-01-01 04:42:00,0 days 04:41:00.000000000
CDS-41,CDS-41,,Little Cal R (South),,2011-01-01 00:01:00,2011-01-01 03:08:00,0 days 03:07:00.000000000
CDS-2,CDS-2,,Cal Sag Ch,,2010-12-31 19:42:00,2010-12-31 23:59:00,0 days 04:17:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2010-12-31 09:00:00,2010-12-31 09:02:00,0 days 00:02:00.000000000
DS-M84,DS-M84,,NBCR Lower (NSC Confluence),,2010-12-31 14:52:00,2010-12-31 17:43:00,0 days 02:51:00.000000000
DS-M85,DS-M85,,NBCR Lower (NSC Confluence),,2010-12-31 14:42:00,2010-12-31 15:53:00,0 days 01:11:00.000000000
CDS-4,CDS-4,,Cal Sag Ch,,2010-12-31 19:42:00,2010-12-31 23:59:00,0 days 04:17:00.000000000
DS-M86,DS-M86,,NBCR Lower (NSC Confluence),,2010-12-31 15:13:00,2010-12-31 15:24:00,0 days 00:11:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2010-12-31 14:30:00,2010-12-31 15:44:00,0 days 01:14:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2010-12-31 14:30:00,2010-12-31 23:48:00,0 days 09:18:00.000000000
DS-M82,DS-M82,,NBCR Lower (NSC Confluence),,2010-12-31 14:36:00,2010-12-31 16:46:00,0 days 02:10:00.000000000
DS-M40,DS-M40,,SB Chicago R,,2010-12-31 15:00:00,2010-12-31 16:13:00,0 days 01:13:00.000000000
DS-N08,DS-N08,,NBCR Upper (NSC Confluence),,2010-12-31 14:30:00,2010-12-31 22:40:00,0 days 08:10:00.000000000
DS-D35,DS-D35,,DesPlaines Middle,,2010-12-31 14:54:00,2010-12-31 15:24:00,0 days 00:30:00.000000000
DS-M88,DS-M88,,NBCR Lower (NSC Confluence),,2010-12-31 14:37:00,2010-12-31 18:16:00,0 days 03:39:00.000000000
PULASKI RD PS (18E-PS),PULASKI RD PS (18E-PS),,Cal Sag Ch,,2010-12-31 19:42:00,2010-12-31 23:59:00,0 days 04:17:00.000000000
DS-M20,DS-M20,,CSSC Upper (SWRP),,2010-12-31 15:03:00,2010-12-31 15:14:00,0 days 00:11:00.000000000
CDS-41,CDS-41,,Little Cal R (South),,2010-12-31 20:30:00,2010-12-31 23:59:00,0 days 03:29:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2010-12-31 15:11:00,2010-12-31 18:25:00,0 days 03:14:00.000000000
DS-N05,DS-N05,,NBCR Upper (NSC Confluence),,2010-12-31 14:33:00,2010-12-31 23:48:00,0 days 09:15:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2010-12-31 14:32:00,2010-12-31 16:15:00,0 days 01:43:00.000000000
DS-N02,DS-N02,,NBCR Upper (NSC Confluence),,2010-12-31 16:26:00,2010-12-31 23:48:00,0 days 07:22:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2010-12-31 14:29:00,2010-12-31 22:49:00,0 days 08:20:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2010-12-31 15:01:00,2010-12-31 16:12:00,0 days 01:11:00.000000000
DS-D49,DS-D49,,DesPlaines Lower,,2010-12-31 14:33:00,2010-12-31 16:15:00,0 days 01:42:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2010-12-31 14:45:00,2010-12-31 15:06:00,0 days 00:21:00.000000000
"RAPS (DS-M27, DS-M28, DS-M29)","RAPS (DS-M27, DS-M28, DS-M29)",,SF SB Chicago R,,2010-12-31 13:45:00,2010-12-31 21:05:00,0 days 07:20:00.000000000
DS-N18,DS-N18,,NBCR Upper (NSC Confluence),,2010-12-31 14:37:00,2010-12-31 16:52:00,0 days 02:15:00.000000000
DS-N17,DS-N17,,NBCR Upper (NSC Confluence),,2010-12-31 14:37:00,2010-12-31 14:49:00,0 days 00:12:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2010-12-31 14:41:00,2010-12-31 20:47:00,0 days 06:06:00.000000000
DS-M104,DS-M104,,NSC Upper (NSWRP),,2010-12-31 15:04:00,2010-12-31 15:19:00,0 days 00:15:00.000000000
DS-M30,DS-M30,,SF SB Chicago R,,2010-12-31 14:29:00,2010-12-31 16:33:00,0 days 02:04:00.000000000
DS-M109 N,DS-M109 N,,NSC Upper (NSWRP),,2010-12-31 14:57:00,2010-12-31 16:47:00,0 days 01:50:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2010-12-31 15:24:00,2010-12-31 19:26:00,0 days 04:02:00.000000000
Wilmette DS-M114N-2,Wilmette DS-M114N-2,,NSC Upper (NSWRP),,2010-12-31 14:49:00,2010-12-31 22:48:00,0 days 07:59:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2010-12-31 14:35:00,2010-12-31 22:49:00,0 days 08:14:00.000000000
DS-N10B,DS-N10B,,NBCR Upper (NSC Confluence),,2010-12-31 14:37:00,2010-12-31 16:27:00,0 days 01:50:00.000000000
CDS-21,CDS-21,,Grand Cal R,,2010-12-31 19:48:00,2010-12-31 23:59:00,0 days 04:11:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2010-12-31 14:30:00,2010-12-31 23:48:00,0 days 09:18:00.000000000
DS-M105W,DS-M105W,,NSC Upper (NSWRP),,2010-12-31 14:30:00,2010-12-31 22:48:00,0 days 08:18:00.000000000
002 Lemont WRP,002 Lemont WRP,,CSSC Lower (SWRP),,2010-12-31 10:00:00,2010-12-31 23:59:00,0 days 13:59:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2010-12-31 14:39:00,2010-12-31 17:12:00,0 days 02:33:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2010-11-29 20:58:00,2010-11-29 23:28:00,0 days 02:30:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2010-11-23 00:00:00,2010-11-23 01:16:00,0 days 01:16:00.000000000
DS-M105W,DS-M105W,,NSC Upper (NSWRP),,2010-11-23 00:00:00,2010-11-23 03:56:00,0 days 03:56:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2010-11-23 09:18:00,2010-11-23 09:21:00,0 days 00:03:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2010-11-23 10:47:00,2010-11-23 10:52:00,0 days 00:05:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2010-11-23 00:00:00,2010-11-23 00:52:00,0 days 00:52:00.000000000
Wilmette DS-M114N-2,Wilmette DS-M114N-2,,NSC Upper (NSWRP),,2010-11-23 00:00:00,2010-11-23 05:44:00,0 days 05:44:00.000000000
Wilmette DS-M114N-2,Wilmette DS-M114N-2,,NSC Upper (NSWRP),,2010-11-23 05:49:00,2010-11-23 06:10:00,0 days 00:21:00.000000000
Wilmette DS-M114N-2,Wilmette DS-M114N-2,,NSC Upper (NSWRP),,2010-11-23 07:10:00,2010-11-23 07:19:00,0 days 00:09:00.000000000
Wilmette DS-M114N-2,Wilmette DS-M114N-2,,NSC Upper (NSWRP),,2010-11-23 08:03:00,2010-11-23 08:12:00,0 days 00:09:00.000000000
Wilmette DS-M114N-2,Wilmette DS-M114N-2,,NSC Upper (NSWRP),,2010-11-23 08:53:00,2010-11-23 09:03:00,0 days 00:10:00.000000000
DS-N02,DS-N02,,NBCR Upper (NSC Confluence),,2010-11-23 00:00:00,2010-11-23 08:44:00,0 days 08:44:00.000000000
"RAPS (DS-M27, DS-M28, DS-M29)","RAPS (DS-M27, DS-M28, DS-M29)",,SF SB Chicago R,,2010-11-23 00:00:00,2010-11-23 04:35:00,0 days 04:35:00.000000000
DS-N05,DS-N05,,NBCR Upper (NSC Confluence),,2010-11-23 00:00:00,2010-11-23 08:45:00,0 days 08:45:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2010-11-22 17:43:00,2010-11-22 18:03:00,0 days 00:20:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2010-11-22 17:44:00,2010-11-22 18:48:00,0 days 01:04:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2010-11-22 17:40:00,2010-11-22 23:59:00,0 days 06:19:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2010-11-22 17:41:00,2010-11-22 18:18:00,0 days 00:37:00.000000000
DS-D16,DS-D16,,DesPlaines Middle,,2010-11-22 08:57:00,2010-11-22 09:04:00,0 days 00:07:00.000000000
DS-M40,DS-M40,,SB Chicago R,,2010-11-22 17:59:00,2010-11-22 20:14:00,0 days 02:15:00.000000000
DS-N02,DS-N02,,NBCR Upper (NSC Confluence),,2010-11-22 16:29:00,2010-11-22 16:32:00,0 days 00:03:00.000000000
DS-N02,DS-N02,,NBCR Upper (NSC Confluence),,2010-11-22 18:07:00,2010-11-22 23:59:00,0 days 05:52:00.000000000
"DS-D28,30","DS-D28,30",,DesPlaines Middle,,2010-11-22 17:41:00,2010-11-22 19:04:00,0 days 01:23:00.000000000
DS-D18,DS-D18,,DesPlaines Middle,,2010-11-22 17:45:00,2010-11-22 18:20:00,0 days 00:35:00.000000000
DS-M45,DS-M45,,SB Chicago R,,2010-11-22 18:06:00,2010-11-22 18:56:00,0 days 00:50:00.000000000
DS-M49,DS-M49,,SB Chicago R,,2010-11-22 18:26:00,2010-11-22 18:50:00,0 days 00:24:00.000000000
DS-N08,DS-N08,,NBCR Upper (NSC Confluence),,2010-11-22 18:07:00,2010-11-22 22:21:00,0 days 04:14:00.000000000
DS-M70,DS-M70,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 18:55:00,0 days 00:49:00.000000000
DS-D49,DS-D49,,DesPlaines Lower,,2010-11-22 17:40:00,2010-11-22 19:57:00,0 days 02:17:00.000000000
DS-N05,DS-N05,,NBCR Upper (NSC Confluence),,2010-11-22 18:07:00,2010-11-22 23:59:00,0 days 05:52:00.000000000
DS-N10B,DS-N10B,,NBCR Upper (NSC Confluence),,2010-11-22 18:11:00,2010-11-22 19:28:00,0 days 01:17:00.000000000
DS-M73,DS-M73,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 19:27:00,0 days 01:21:00.000000000
DS-N10A,DS-N10A,,NBCR Upper (NSC Confluence),,2010-11-22 18:12:00,2010-11-22 18:33:00,0 days 00:21:00.000000000
DS-M75,DS-M75,,NBCR Lower (NSC Confluence),,2010-11-22 18:18:00,2010-11-22 20:22:00,0 days 02:04:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2010-11-22 18:19:00,2010-11-22 23:59:00,0 days 05:40:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2010-11-22 17:41:00,2010-11-22 19:46:00,0 days 02:05:00.000000000
TG-I12,TG-I12,,CSSC Upper (SWRP),,2010-11-22 18:12:00,2010-11-22 19:17:00,0 days 01:05:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 21:04:00,0 days 02:58:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2010-11-22 18:35:00,2010-11-22 20:26:00,0 days 01:51:00.000000000
Wilmette DS-M114N-2,Wilmette DS-M114N-2,,NSC Upper (NSWRP),,2010-11-22 17:41:00,2010-11-22 23:59:00,0 days 06:18:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2010-11-22 17:58:00,2010-11-22 18:46:00,0 days 00:48:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2010-11-22 18:46:00,2010-11-22 18:49:00,0 days 00:03:00.000000000
DS-D02,DS-D02,,DesPlaines Upper,,2010-11-22 17:46:00,2010-11-22 20:42:00,0 days 02:56:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2010-11-22 17:00:00,2010-11-22 19:00:00,0 days 02:00:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2010-11-22 17:41:00,2010-11-22 18:53:00,0 days 01:12:00.000000000
DS-N12,DS-N12,,NBCR Upper (NSC Confluence),,2010-11-22 18:08:00,2010-11-22 20:45:00,0 days 02:37:00.000000000
DS-D08,DS-D08,,DesPlaines Middle,,2010-11-22 16:55:00,2010-11-22 17:48:00,0 days 00:53:00.000000000
"DS-D19,23","DS-D19,23",,DesPlaines Middle,,2010-11-22 18:00:00,2010-11-22 18:51:00,0 days 00:51:00.000000000
DS-N11,DS-N11,,NBCR Upper (NSC Confluence),,2010-11-22 16:41:00,2010-11-22 17:38:00,0 days 00:57:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2010-11-22 17:40:00,2010-11-22 19:29:00,0 days 01:49:00.000000000
DS-N18,DS-N18,,NBCR Upper (NSC Confluence),,2010-11-22 16:57:00,2010-11-22 17:21:00,0 days 00:24:00.000000000
DS-N18,DS-N18,,NBCR Upper (NSC Confluence),,2010-11-22 18:09:00,2010-11-22 18:34:00,0 days 00:25:00.000000000
DS-N19,DS-N19,,NBCR Upper (NSC Confluence),,2010-11-22 18:14:00,2010-11-22 18:27:00,0 days 00:13:00.000000000
DS-M104,DS-M104,,NSC Upper (NSWRP),,2010-11-22 18:06:00,2010-11-22 19:20:00,0 days 01:14:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2010-11-22 17:07:00,2010-11-22 21:42:00,0 days 04:35:00.000000000
DS-N17,DS-N17,,NBCR Upper (NSC Confluence),,2010-11-22 18:12:00,2010-11-22 18:37:00,0 days 00:25:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2010-11-22 17:43:00,2010-11-22 19:49:00,0 days 02:06:00.000000000
DS-M64,DS-M64,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 19:08:00,0 days 01:02:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2010-11-22 18:06:00,2010-11-22 23:59:00,0 days 05:53:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2010-11-22 17:59:00,2010-11-22 18:44:00,0 days 00:45:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2010-11-22 08:36:00,2010-11-22 09:34:00,0 days 00:58:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2010-11-22 09:37:00,2010-11-22 09:51:00,0 days 00:14:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2010-11-22 17:49:00,2010-11-22 20:03:00,0 days 02:14:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2010-11-22 18:18:00,2010-11-22 18:48:00,0 days 00:30:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2010-11-22 18:54:00,2010-11-22 18:57:00,0 days 00:03:00.000000000
DS-M19,DS-M19,,CSSC Upper (SWRP),,2010-11-22 18:27:00,2010-11-22 20:03:00,0 days 01:36:00.000000000
DS-D52,DS-D52,,DesPlaines Middle,,2010-11-22 18:06:00,2010-11-22 19:11:00,0 days 01:05:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2010-11-22 09:03:00,2010-11-22 09:08:00,0 days 00:05:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 19:37:00,0 days 01:31:00.000000000
DS-D35,DS-D35,,DesPlaines Middle,,2010-11-22 17:40:00,2010-11-22 19:16:00,0 days 01:36:00.000000000
TG-I9,TG-I9,,CSSC Upper (SWRP),,2010-11-22 18:13:00,2010-11-22 19:05:00,0 days 00:52:00.000000000
DS-D36,DS-D36,,DesPlaines Middle,,2010-11-22 17:44:00,2010-11-22 19:15:00,0 days 01:31:00.000000000
TG-I8,TG-I8,,CSSC Upper (SWRP),,2010-11-22 18:24:00,2010-11-22 19:26:00,0 days 01:02:00.000000000
DS-M109 N,DS-M109 N,,NSC Upper (NSWRP),,2010-11-22 18:06:00,2010-11-22 20:37:00,0 days 02:31:00.000000000
DS-M105W,DS-M105W,,NSC Upper (NSWRP),,2010-11-22 17:40:00,2010-11-22 23:59:00,0 days 06:19:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2010-11-22 17:46:00,2010-11-22 20:47:00,0 days 03:01:00.000000000
DS-D32,DS-D32,,DesPlaines Middle,,2010-11-22 17:41:00,2010-11-22 18:56:00,0 days 01:15:00.000000000
DS-D33,DS-D33,,DesPlaines Middle,,2010-11-22 17:53:00,2010-11-22 18:45:00,0 days 00:52:00.000000000
"RAPS (DS-M27, DS-M28, DS-M29)","RAPS (DS-M27, DS-M28, DS-M29)",,SF SB Chicago R,,2010-11-22 18:00:00,2010-11-22 23:59:00,0 days 05:59:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2010-11-22 18:06:00,2010-11-22 20:06:00,0 days 02:00:00.000000000
MWRD DS-M114N,MWRD DS-M114N,,NSC Upper (NSWRP),,2010-11-22 17:40:00,2010-11-22 20:03:00,0 days 02:23:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2010-11-22 17:41:00,2010-11-22 20:52:00,0 days 03:11:00.000000000
DS-M20,DS-M20,,CSSC Upper (SWRP),,2010-11-22 18:07:00,2010-11-22 20:04:00,0 days 01:57:00.000000000
TG-I32,TG-I32,,SB Chicago R,,2010-11-22 18:21:00,2010-11-22 18:48:00,0 days 00:27:00.000000000
TG-I32,TG-I32,,SB Chicago R,,2010-11-22 18:55:00,2010-11-22 18:57:00,0 days 00:02:00.000000000
DS-M26,DS-M26,,SF SB Chicago R,,2010-11-22 18:41:00,2010-11-22 19:04:00,0 days 00:23:00.000000000
"DS-D21,25","DS-D21,25",,DesPlaines Middle,,2010-11-22 17:50:00,2010-11-22 18:47:00,0 days 00:57:00.000000000
DS-D26,DS-D26,,DesPlaines Middle,,2010-11-22 08:47:00,2010-11-22 11:56:00,0 days 03:09:00.000000000
DS-D26,DS-D26,,DesPlaines Middle,,2010-11-22 17:55:00,2010-11-22 19:02:00,0 days 01:07:00.000000000
DS-M61A,DS-M61A,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 19:15:00,0 days 01:09:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2010-11-22 17:40:00,2010-11-22 19:51:00,0 days 02:11:00.000000000
DS-M30,DS-M30,,SF SB Chicago R,,2010-11-22 18:06:00,2010-11-22 21:12:00,0 days 03:06:00.000000000
DS-M82,DS-M82,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 20:15:00,0 days 02:09:00.000000000
DS-M80,DS-M80,,NBCR Lower (NSC Confluence),,2010-11-22 21:16:00,2010-11-22 22:23:00,0 days 01:07:00.000000000
DS-M38,DS-M38,,SB Chicago R,,2010-11-22 18:18:00,2010-11-22 19:27:00,0 days 01:09:00.000000000
DS-M88,DS-M88,,NBCR Lower (NSC Confluence),,2010-11-22 18:07:00,2010-11-22 19:59:00,0 days 01:52:00.000000000
DS-M88,DS-M88,,NBCR Lower (NSC Confluence),,2010-11-22 20:02:00,2010-11-22 20:05:00,0 days 00:03:00.000000000
"DS-D44,45","DS-D44,45",,DesPlaines Lower,,2010-11-22 17:22:00,2010-11-22 19:45:00,0 days 02:23:00.000000000
DS-M86,DS-M86,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 18:25:00,0 days 00:19:00.000000000
DS-M85,DS-M85,,NBCR Lower (NSC Confluence),,2010-11-22 17:58:00,2010-11-22 19:25:00,0 days 01:27:00.000000000
DS-M84,DS-M84,,NBCR Lower (NSC Confluence),,2010-11-22 18:06:00,2010-11-22 18:27:00,0 days 00:21:00.000000000
